QUARTER,MONTH,DAY_OF_WEEK,CRS_DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,CRS_ARR_TIME,ARR_DEL15,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DelayedDepartureSFO,ScheduledDepartureSFO,DelayedArrivalPHL,ScheduledArrivalPHL
2,4,5,11,-2.0,21.0,23.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,4,22,57.0,16.0,4.0,7,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,7,22,43.0,17.0,5.0,7,1.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,10.0
3,7,4,22,-3.0,37.0,8.0,7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,1.0,13.0
1,3,5,22,5.0,21.0,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,13.0,46.0
3,7,5,11,75.0,23.0,9.0,19,1.0,0.0,0.0,15.0,0.0,49.0,0.0,0.0,0.0,0.0
2,4,2,8,37.0,42.0,4.0,16,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,4,22,-1.0,26.0,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,15.0
2,6,3,22,7.0,38.0,8.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,15.0
1,1,1,22,-1.0,26.0,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,5.0
3,9,6,8,25.0,16.0,3.0,16,1.0,22.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,5.0
3,7,4,8,6.0,31.0,9.0,16,1.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,7,22,5.0,18.0,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,5.0
2,6,6,6,-2.0,42.0,9.0,14,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,1,23,4.0,52.0,14.0,7,1.0,0.0,0.0,52.0,0.0,0.0,2.0,13.0,10.0,45.0
4,10,5,11,-4.0,30.0,5.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,7,13,20.0,27.0,8.0,22,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,2,13,-2.0,56.0,8.0,21,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,5,22,-1.0,34.0,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,1,11,-6.0,54.0,9.0,19,1.0,0.0,0.0,37.0,0.0,0.0,3.0,5.0,5.0,16.0
4,10,7,22,-3.0,23.0,23.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,3,22,34.0,17.0,9.0,6,1.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0
4,11,6,8,45.0,17.0,8.0,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,15.0
1,3,7,8,15.0,17.0,7.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0
3,9,3,22,3.0,28.0,5.0,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0
3,7,4,0,-6.0,11.0,25.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,5,10,21.0,17.0,5.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,7,22,-4.0,32.0,5.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,2,8,-6.0,36.0,5.0,16,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,7.0,21.0
4,12,4,22,-7.0,31.0,8.0,7,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,2,11,37.0,41.0,8.0,19,1.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,1.0,10.0
3,9,6,6,-4.0,25.0,8.0,14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,5.0
4,10,4,11,150.0,19.0,6.0,19,1.0,12.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0
3,7,7,22,16.0,39.0,3.0,7,1.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0
3,9,5,6,-5.0,29.0,5.0,14,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,7.0,21.0
2,5,7,22,78.0,13.0,10.0,7,1.0,3.0,0.0,0.0,0.0,69.0,5.0,31.0,2.0,20.0
1,3,7,22,5.0,26.0,7.0,6,1.0,5.0,0.0,13.0,0.0,0.0,0.0,3.0,5.0,15.0
3,7,1,11,-2.0,22.0,17.0,19,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,3,22,25.0,45.0,6.0,7,1.0,0.0,0.0,14.0,0.0,25.0,0.0,0.0,0.0,10.0
4,10,2,8,12.0,32.0,10.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,1,11,-4.0,28.0,4.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,7,6,-2.0,17.0,7.0,14,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,0.0,2.0
4,11,2,8,-4.0,29.0,10.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,4,22,7.0,35.0,12.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,3,11,46.0,12.0,4.0,19,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
3,7,5,6,-5.0,22.0,6.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0
4,11,7,22,4.0,32.0,4.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,11,1,22,7.0,27.0,9.0,6,1.0,3.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0
3,9,4,8,-4.0,24.0,6.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,11,5,11,57.0,35.0,7.0,19,1.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
3,9,6,9,2.0,18.0,7.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,1,22,-10.0,44.0,8.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,7,6,-8.0,23.0,7.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,2,22,76.0,24.0,5.0,7,1.0,0.0,0.0,0.0,0.0,57.0,2.0,43.0,2.0,11.0
3,7,5,6,-7.0,24.0,4.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,3,11,-6.0,40.0,5.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,3,22,7.0,65.0,6.0,7,1.0,0.0,0.0,49.0,0.0,0.0,3.0,6.0,9.0,17.0
3,9,3,22,9.0,30.0,5.0,7,1.0,9.0,0.0,14.0,0.0,0.0,8.0,35.0,4.0,25.0
4,10,1,8,30.0,18.0,5.0,16,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0
4,10,7,11,-8.0,34.0,6.0,19,0.0,0.0,0.0,0.0,0.0,0.0,11.0,47.0,1.0,5.0
4,10,1,22,-4.0,23.0,24.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,7,22,14.0,35.0,11.0,6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,0.0,2.0
1,2,6,8,1.0,29.0,3.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,11,11.0,24.0,7.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0
2,5,2,22,-3.0,29.0,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,8.0,48.0,0.0,5.0
3,7,5,11,19.0,38.0,8.0,19,1.0,5.0,0.0,6.0,0.0,14.0,3.0,47.0,0.0,5.0
2,6,1,6,-4.0,34.0,5.0,14,1.0,0.0,0.0,20.0,0.0,0.0,4.0,45.0,0.0,5.0
3,8,2,8,-3.0,29.0,8.0,16,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,22,190.0,14.0,10.0,7,1.0,170.0,0.0,0.0,0.0,0.0,11.0,47.0,1.0,5.0
2,4,3,13,169.0,13.0,7.0,21,1.0,10.0,0.0,0.0,0.0,136.0,0.0,1.0,2.0,10.0
3,7,5,11,86.0,36.0,12.0,19,1.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,5,6,-4.0,17.0,9.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,3,22,-4.0,25.0,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,18.0,40.0
4,11,7,8,20.0,30.0,4.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,11,3,8,-6.0,27.0,17.0,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0
2,6,3,22,4.0,16.0,9.0,7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,5.0
4,10,1,22,-9.0,33.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0
3,7,1,22,0.0,35.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,2.0,25.0
4,10,2,22,20.0,25.0,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,11,7,22,14.0,33.0,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0
3,7,6,11,-2.0,28.0,7.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,3,11,16.0,25.0,28.0,19,1.0,16.0,0.0,14.0,0.0,0.0,2.0,36.0,0.0,16.0
2,6,5,22,-1.0,20.0,8.0,7,1.0,0.0,0.0,21.0,0.0,0.0,13.0,32.0,7.0,21.0
3,7,3,22,30.0,37.0,5.0,7,1.0,0.0,0.0,6.0,0.0,30.0,2.0,1.0,0.0,9.0
2,5,2,22,-4.0,27.0,3.0,7,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,4,6,-5.0,41.0,7.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,5,22,-2.0,23.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,1,22,12.0,28.0,8.0,6,1.0,0.0,0.0,6.0,0.0,12.0,0.0,1.0,1.0,10.0
1,1,3,10,7.0,38.0,5.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,7,11,-4.0,29.0,11.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,7,11,-4.0,43.0,8.0,19,1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,4,22,6.0,31.0,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,15.0
4,11,7,8,-5.0,45.0,3.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,4,22,11.0,30.0,43.0,6,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,3,8,86.0,21.0,7.0,16,1.0,86.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,7,22,-6.0,33.0,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,4,22,10.0,23.0,4.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0
2,6,4,14,11.0,24.0,11.0,22,1.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,4,6,-6.0,11.0,49.0,14,1.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0,1.0,9.0
1,1,6,22,90.0,12.0,5.0,6,1.0,30.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
3,9,1,22,167.0,15.0,6.0,7,1.0,0.0,167.0,0.0,0.0,0.0,15.0,38.0,13.0,12.0
4,12,5,8,-2.0,23.0,4.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,2,9,54.0,30.0,3.0,17,1.0,0.0,0.0,60.0,0.0,0.0,1.0,6.0,2.0,15.0
1,3,5,13,9.0,27.0,5.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,1,8,2.0,30.0,5.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,4,11,-3.0,38.0,4.0,19,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,7.0,21.0
3,7,2,8,20.0,18.0,6.0,16,1.0,20.0,0.0,16.0,0.0,0.0,6.0,36.0,2.0,25.0
1,3,1,22,-12.0,21.0,5.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,4,11,18.0,24.0,14.0,19,1.0,18.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,10.0
1,2,5,11,-2.0,27.0,26.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,7,22,19.0,19.0,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,1,14,45.0,20.0,4.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,10,12.0,24.0,4.0,19,1.0,12.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,10,-1.0,21.0,3.0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0
2,5,1,22,8.0,16.0,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,0.0,2.0
3,7,5,11,11.0,32.0,5.0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,10.0
2,6,7,11,-5.0,36.0,4.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,4,11,23.0,27.0,9.0,19,1.0,21.0,0.0,7.0,0.0,2.0,4.0,37.0,2.0,13.0
2,4,2,6,-9.0,31.0,11.0,14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,3.0,25.0
3,8,4,6,5.0,35.0,4.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0
3,7,1,8,-6.0,32.0,6.0,16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,3.0,25.0
2,4,3,22,5.0,29.0,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,7,11,3.0,29.0,3.0,19,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,10.0,45.0
3,7,7,22,15.0,36.0,9.0,7,1.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,9.0
2,4,4,11,25.0,22.0,3.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,1,0,13.0,12.0,8.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0
3,9,4,6,-7.0,21.0,5.0,14,0.0,0.0,0.0,0.0,0.0,0.0,5.0,48.0,0.0,5.0
4,10,1,22,-3.0,31.0,14.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,5,8,-3.0,22.0,7.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0
2,4,6,14,22.0,15.0,7.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,5,15,-3.0,37.0,13.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,3,8,-5.0,27.0,11.0,16,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,5.0
3,9,5,8,10.0,21.0,5.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,6,13,166.0,15.0,12.0,21,1.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,1,8,-5.0,33.0,6.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,22,88.0,21.0,4.0,7,1.0,3.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0
1,1,1,13,18.0,22.0,7.0,22,1.0,0.0,0.0,10.0,0.0,17.0,0.0,1.0,1.0,9.0
3,7,7,6,11.0,20.0,6.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0
3,9,6,11,7.0,24.0,5.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,6,22,-4.0,24.0,5.0,6,1.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,1.0,10.0
1,3,3,10,-4.0,25.0,4.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0
4,10,5,8,4.0,43.0,11.0,17,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,3,8,-4.0,27.0,5.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,4,6,2.0,26.0,7.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0
3,9,7,22,-11.0,49.0,11.0,6,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,4,11,74.0,17.0,5.0,19,1.0,0.0,0.0,0.0,0.0,55.0,5.0,48.0,2.0,5.0
1,2,4,22,2.0,36.0,5.0,7,1.0,0.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0
1,2,5,11,46.0,23.0,3.0,19,1.0,1.0,0.0,0.0,0.0,39.0,0.0,1.0,2.0,10.0
4,12,5,22,-9.0,40.0,11.0,7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,48.0,0.0,5.0
2,6,3,11,43.0,15.0,5.0,19,1.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,2.0,10.0
1,1,2,10,-2.0,45.0,7.0,19,0.0,0.0,0.0,0.0,0.0,0.0,5.0,48.0,2.0,5.0
2,5,5,8,-3.0,24.0,20.0,16,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,10.0
3,9,6,11,-1.0,16.0,16.0,19,1.0,0.0,0.0,40.0,0.0,0.0,10.0,28.0,11.0,38.0
1,3,3,10,-3.0,23.0,3.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0
4,12,4,22,12.0,20.0,2.0,6,1.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,4,22,33.0,16.0,8.0,7,1.0,5.0,0.0,0.0,0.0,10.0,10.0,46.0,1.0,5.0
3,7,1,22,28.0,43.0,14.0,7,1.0,0.0,0.0,18.0,0.0,27.0,0.0,0.0,0.0,0.0
3,9,5,11,50.0,15.0,17.0,19,1.0,0.0,0.0,11.0,0.0,50.0,5.0,31.0,2.0,20.0
1,1,5,8,4.0,40.0,8.0,17,1.0,4.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,10.0
3,9,3,22,111.0,28.0,3.0,6,1.0,95.0,0.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0
2,6,4,22,-7.0,33.0,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,5,8,53.0,42.0,7.0,16,1.0,53.0,0.0,10.0,0.0,0.0,1.0,1.0,2.0,10.0
2,5,4,13,10.0,20.0,5.0,22,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,18.0,40.0
4,10,7,13,-3.0,49.0,7.0,21,0.0,0.0,0.0,0.0,0.0,0.0,12.0,38.0,2.0,12.0
4,12,2,8,-6.0,28.0,4.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0
1,1,4,22,1.0,27.0,9.0,7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,5.0
4,12,4,22,4.0,34.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0
2,4,1,10,26.0,13.0,12.0,19,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
3,7,5,8,-5.0,29.0,11.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,5,22,22.0,16.0,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0
3,8,1,9,-7.0,20.0,11.0,17,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,3.0,25.0
1,3,7,22,4.0,22.0,11.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0
3,7,5,8,-1.0,16.0,6.0,16,1.0,0.0,0.0,31.0,0.0,0.0,11.0,47.0,1.0,5.0
4,11,5,22,6.0,21.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,46.0,1.0,5.0
3,7,4,11,93.0,48.0,12.0,19,1.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,7,22,-1.0,22.0,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,10,49.0,26.0,7.0,19,1.0,7.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
2,6,4,6,11.0,54.0,6.0,14,1.0,11.0,0.0,17.0,0.0,0.0,1.0,48.0,1.0,5.0
3,8,2,9,-5.0,104.0,8.0,17,1.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,2,22,-4.0,35.0,11.0,7,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,2,22,-4.0,34.0,3.0,7,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,10,54.0,21.0,6.0,19,1.0,5.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
2,4,7,22,27.0,17.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,48.0,2.0,5.0
1,1,1,22,0.0,16.0,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,4,11,-7.0,51.0,8.0,19,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,7,22,19.0,30.0,6.0,7,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
2,6,2,11,-4.0,23.0,15.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,3,23,26.0,25.0,8.0,7,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
2,6,5,11,-13.0,34.0,3.0,19,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0
3,8,4,15,-7.0,38.0,10.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,1,22,8.0,20.0,9.0,6,1.0,0.0,0.0,10.0,0.0,8.0,6.0,36.0,2.0,25.0
4,10,1,8,10.0,18.0,10.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,5,8,-7.0,37.0,6.0,16,1.0,0.0,0.0,29.0,0.0,0.0,1.0,1.0,2.0,9.0
4,12,2,23,1.0,47.0,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,5.0
3,8,2,11,44.0,27.0,7.0,19,1.0,0.0,0.0,18.0,0.0,44.0,0.0,0.0,0.0,0.0
1,3,4,22,-1.0,42.0,8.0,7,1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,8,0.0,16.0,5.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,5,22,-8.0,37.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0
3,7,3,11,31.0,26.0,9.0,19,1.0,0.0,0.0,4.0,0.0,31.0,0.0,0.0,0.0,0.0
2,5,5,6,-7.0,51.0,6.0,14,1.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,2.0,10.0
4,11,2,14,62.0,17.0,8.0,22,1.0,4.0,0.0,0.0,0.0,24.0,2.0,12.0,13.0,46.0
3,9,5,8,5.0,32.0,5.0,16,0.0,0.0,0.0,0.0,0.0,0.0,10.0,46.0,1.0,5.0
4,10,2,22,35.0,17.0,9.0,7,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
4,10,5,11,86.0,15.0,4.0,19,1.0,0.0,0.0,0.0,0.0,41.0,3.0,45.0,2.0,5.0
2,6,7,6,31.0,25.0,5.0,14,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,2,22,40.0,39.0,5.0,7,1.0,26.0,0.0,3.0,0.0,14.0,0.0,1.0,3.0,10.0
4,12,4,22,-11.0,35.0,5.0,7,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,1,8,169.0,37.0,14.0,16,1.0,169.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,5,22,-6.0,25.0,9.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0
1,3,4,8,12.0,19.0,3.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,3,23,2.0,32.0,10.0,7,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,6,11,56.0,18.0,6.0,19,1.0,14.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
1,3,4,10,-3.0,23.0,8.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,5,22,67.0,32.0,5.0,7,1.0,20.0,0.0,12.0,0.0,47.0,0.0,0.0,0.0,0.0
4,12,1,22,-3.0,28.0,10.0,7,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,6,11,7.0,38.0,6.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,2,8,-8.0,33.0,6.0,16,1.0,0.0,0.0,25.0,0.0,0.0,1.0,48.0,1.0,5.0
1,1,4,22,1.0,31.0,7.0,7,1.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,6,0,-3.0,19.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,3,11,11.0,68.0,9.0,19,1.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0,3.0,10.0
3,9,5,11,35.0,29.0,4.0,19,1.0,0.0,0.0,0.0,0.0,15.0,4.0,43.0,1.0,11.0
