QUARTER,MONTH,DAY_OF_WEEK,CRS_DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,CRS_ARR_TIME,ARR_DEL15,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DelayedDepartureSFO,ScheduledDepartureSFO,DelayedArrivalPHL,ScheduledArrivalPHL
1,3,3,1,25.0,32.0,6.0,0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,1,1,139.0,28.0,7.0,1,1.0,13.0,0.0,0.0,0.0,108.0,1.0,4.0,0.0,0.0
1,3,7,1,66.0,22.0,4.0,1,1.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
1,3,7,1,5.0,18.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1,3,6,1,121.0,16.0,13.0,0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,2,1,24.0,11.0,3.0,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0
2,4,3,1,5.0,29.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,4,1,66.0,17.0,6.0,0,1.0,4.0,0.0,4.0,0.0,46.0,0.0,0.0,0.0,1.0
2,4,4,1,19.0,19.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,1,1,-2.0,38.0,6.0,0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,4,1,0.0,27.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,5,1,4.0,35.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,6,1,-1.0,32.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,6,0,-7.0,13.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,1,0,-5.0,33.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,3,0,12.0,21.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,4,0,-5.0,24.0,16.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,5,0,67.0,26.0,7.0,1,1.0,67.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,6,0,33.0,32.0,8.0,1,1.0,33.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,1,0,5.0,30.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,2,0,37.0,42.0,4.0,1,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,6,0,9.0,11.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,1,0,26.0,13.0,12.0,1,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
2,4,4,0,60.0,20.0,7.0,1,1.0,0.0,0.0,5.0,0.0,38.0,0.0,0.0,0.0,1.0
2,4,5,0,8.0,13.0,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,6,0,18.0,20.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,4,0,25.0,22.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,5,0,-7.0,21.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,5,0,-2.0,21.0,23.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,6,0,11.0,20.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,7,0,30.0,14.0,12.0,1,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
2,4,2,0,37.0,41.0,8.0,1,1.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,3,0,46.0,12.0,4.0,1,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
2,4,6,0,-4.0,30.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,7,0,-5.0,56.0,8.0,1,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,4,0,-6.0,11.0,49.0,1,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,7,0,42.0,15.0,5.0,1,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,4,0,2.0,26.0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,2,0,87.0,12.0,7.0,1,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,2,0,-9.0,31.0,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
2,4,7,1,46.0,27.0,10.0,1,1.0,4.0,0.0,5.0,0.0,42.0,0.0,0.0,0.0,0.0
2,4,6,1,-9.0,29.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
2,4,5,1,56.0,42.0,4.0,1,1.0,0.0,0.0,5.0,0.0,52.0,0.0,0.0,0.0,0.0
2,4,5,1,7.0,18.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
2,4,3,1,26.0,25.0,8.0,0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
2,4,3,1,169.0,13.0,7.0,1,1.0,10.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,1.0
2,4,6,1,166.0,15.0,12.0,1,1.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,2,1,25.0,27.0,12.0,1,1.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,1.0,4.0
