"Facility","Date","Hour","ScheduledDepartures","DeparturesFor MetricComputation","DelayedGateDepartures","% DelayedGateDepartures","AverageMinutesOf DelayPer DelayedGateDeparture","ScheduledArrivals","ArrivalsFor MetricComputation","DelayedGateArrivals","% DelayedGateArrivals","AverageMinutesOf DelayPer DelayedGateArrival"
" SFO","02/05/2017","15","19","20","6","30.00","49.33","28","28","10","35.71","30.00"
" SFO","02/05/2017","16","29","29","8","27.59","44.25","28","28","15","53.57","73.13"
" SFO","02/05/2017","17","23","23","9","39.13","38.78","21","24","10","41.67","103.30"
" SFO","02/05/2017","18","14","15","10","66.67","56.50","29","28","15","53.57","105.60"
" SFO","02/05/2017","19","22","18","7","38.89","37.71","31","31","14","45.16","107.93"
" SFO","02/05/2017","20","17","16","4","25.00","41.75","32","31","21","67.74","90.43"
" SFO","02/05/2017","21","14","12","2","16.67","54.50","38","37","26","70.27","79.46"
" SFO","02/05/2017","22","27","23","9","39.13","43.33","18","18","13","72.22","81.46"
" SFO","02/05/2017","23","18","18","5","27.78","37.00","14","17","12","70.59","54.33"
" SFO","02/06/2017","0","8","8","1","12.50","15.00","1","2","2","100.00","33.50"
" SFO","02/06/2017","1","1","1","0","0.00","0.00","3","3","1","33.33","45.00"
" SFO","02/06/2017","2","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/06/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/06/2017","4","0","0","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","02/06/2017","5","4","4","1","25.00","108.00","3","3","0","0.00","0.00"
" SFO","02/06/2017","6","29","29","0","0.00","0.00","9","9","0","0.00","0.00"
" SFO","02/06/2017","7","27","25","2","8.00","26.50","28","28","4","14.29","49.00"
" SFO","02/06/2017","8","53","53","10","18.87","41.20","27","27","9","33.33","38.44"
" SFO","02/06/2017","9","33","31","15","48.39","43.20","40","39","21","53.85","43.33"
" SFO","02/06/2017","10","42","44","14","31.82","69.07","36","38","22","57.89","63.00"
" SFO","02/06/2017","11","43","45","25","55.56","48.60","37","38","21","55.26","75.43"
" SFO","02/06/2017","12","31","32","12","37.50","37.92","39","39","32","82.05","66.47"
" SFO","02/06/2017","13","42","39","19","48.72","51.95","27","28","23","82.14","89.83"
" SFO","02/06/2017","14","29","31","17","54.84","40.59","31","32","20","62.50","65.30"
" SFO","02/06/2017","15","26","25","13","52.00","39.62","31","29","24","82.76","97.75"
" SFO","02/06/2017","16","33","36","21","58.33","59.24","27","28","20","71.43","81.85"
" SFO","02/06/2017","17","24","22","12","54.55","49.33","26","24","13","54.17","136.15"
" SFO","02/06/2017","18","22","22","12","54.55","54.00","34","32","22","68.75","80.00"
" SFO","02/06/2017","19","24","24","9","37.50","33.78","34","30","14","46.67","103.64"
" SFO","02/06/2017","20","18","15","8","53.33","34.38","38","38","29","76.32","101.55"
" SFO","02/06/2017","21","15","15","7","46.67","43.71","41","39","34","87.18","100.79"
" SFO","02/06/2017","22","25","25","18","72.00","43.94","21","21","16","76.19","81.63"
" SFO","02/06/2017","23","17","18","7","38.89","30.71","19","18","16","88.89","66.50"
" SFO","02/07/2017","0","8","8","1","12.50","37.00","0","4","4","100.00","46.00"
" SFO","02/07/2017","1","0","1","0","0.00","0.00","1","2","1","50.00","18.00"
" SFO","02/07/2017","2","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/07/2017","3","2","1","1","100.00","66.00","0","1","0","0.00","0.00"
" SFO","02/07/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/07/2017","5","3","2","0","0.00","0.00","3","5","2","40.00","46.00"
" SFO","02/07/2017","6","26","26","4","15.38","101.00","7","9","0","0.00","0.00"
" SFO","02/07/2017","7","25","26","7","26.92","36.57","24","24","11","45.83","37.27"
" SFO","02/07/2017","8","50","50","13","26.00","38.92","23","23","9","39.13","69.67"
" SFO","02/07/2017","9","32","28","14","50.00","63.14","39","34","19","55.88","89.16"
" SFO","02/07/2017","10","41","36","9","25.00","48.89","36","31","18","58.06","47.11"
" SFO","02/07/2017","11","38","33","12","36.36","39.42","35","26","16","61.54","88.56"
" SFO","02/07/2017","12","33","29","14","48.28","46.43","38","30","25","83.33","77.60"
" SFO","02/07/2017","13","38","32","13","40.63","39.38","27","24","18","75.00","67.67"
" SFO","02/07/2017","14","26","25","9","36.00","29.78","30","28","15","53.57","79.33"
" SFO","02/07/2017","15","23","21","6","28.57","22.67","27","26","17","65.38","87.12"
" SFO","02/07/2017","16","32","28","9","32.14","42.33","26","26","15","57.69","54.00"
" SFO","02/07/2017","17","24","21","1","4.76","52.00","23","24","9","37.50","42.89"
" SFO","02/07/2017","18","21","21","7","33.33","32.86","29","27","16","59.26","52.81"
" SFO","02/07/2017","19","24","25","6","24.00","25.33","32","34","17","50.00","62.29"
" SFO","02/07/2017","20","17","18","7","38.89","30.71","37","36","21","58.33","54.05"
" SFO","02/07/2017","21","15","15","3","20.00","41.00","42","39","19","48.72","62.37"
" SFO","02/07/2017","22","25","28","5","17.86","29.80","16","17","9","52.94","30.44"
" SFO","02/07/2017","23","14","14","1","7.14","19.00","17","17","8","47.06","29.25"
" SFO","02/08/2017","0","10","10","3","30.00","36.33","0","3","2","66.67","35.50"
" SFO","02/08/2017","1","0","0","0","0.00","0.00","2","1","0","0.00","0.00"
" SFO","02/08/2017","2","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/08/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/08/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/08/2017","5","3","4","2","50.00","74.00","3","5","1","20.00","22.00"
" SFO","02/08/2017","6","26","27","5","18.52","41.40","8","7","2","28.57","115.00"
" SFO","02/08/2017","7","26","26","7","26.92","51.43","26","29","7","24.14","62.00"
" SFO","02/08/2017","8","50","50","19","38.00","40.63","25","25","5","20.00","56.00"
" SFO","02/08/2017","9","34","33","10","30.30","57.90","40","39","25","64.10","63.20"
" SFO","02/08/2017","10","42","44","22","50.00","34.64","36","36","22","61.11","35.82"
" SFO","02/08/2017","11","37","35","12","34.29","36.08","33","32","22","68.75","65.05"
" SFO","02/08/2017","12","30","31","11","35.48","48.73","39","41","25","60.98","55.36"
" SFO","02/08/2017","13","42","41","23","56.10","64.96","27","27","17","62.96","53.65"
" SFO","02/08/2017","14","25","24","12","50.00","67.58","27","27","16","59.26","43.56"
" SFO","02/08/2017","15","25","26","8","30.77","74.25","29","30","18","60.00","50.17"
" SFO","02/08/2017","16","33","33","14","42.42","46.07","24","26","10","38.46","45.00"
" SFO","02/08/2017","17","23","24","6","25.00","74.00","25","30","12","40.00","97.08"
" SFO","02/08/2017","18","20","20","11","55.00","70.55","32","34","16","47.06","117.13"
" SFO","02/08/2017","19","25","28","10","35.71","45.60","35","35","15","42.86","68.33"
" SFO","02/08/2017","20","18","16","3","18.75","47.33","38","40","28","70.00","78.96"
" SFO","02/08/2017","21","16","17","5","29.41","48.20","42","47","32","68.09","80.66"
" SFO","02/08/2017","22","26","22","10","45.45","44.70","18","21","12","57.14","66.67"
" SFO","02/08/2017","23","16","15","4","26.67","45.75","18","19","10","52.63","63.00"
" SFO","02/09/2017","0","8","8","1","12.50","39.00","1","1","1","100.00","83.00"
" SFO","02/09/2017","1","1","1","1","100.00","74.00","2","3","2","66.67","55.00"
" SFO","02/09/2017","2","1","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/09/2017","3","2","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/09/2017","4","0","1","1","100.00","22.00","0","1","1","100.00","37.00"
" SFO","02/09/2017","5","4","4","0","0.00","0.00","3","4","1","25.00","41.00"
" SFO","02/09/2017","6","27","26","5","19.23","105.00","9","9","2","22.22","25.00"
" SFO","02/09/2017","7","29","27","2","7.41","110.00","25","25","6","24.00","28.67"
" SFO","02/09/2017","8","53","43","12","27.91","68.42","27","27","11","40.74","52.73"
" SFO","02/09/2017","9","33","31","16","51.61","74.88","41","39","22","56.41","76.95"
" SFO","02/09/2017","10","43","42","24","57.14","63.75","37","31","19","61.29","109.26"
" SFO","02/09/2017","11","43","33","26","78.79","48.50","34","24","15","62.50","99.73"
" SFO","02/09/2017","12","33","33","27","81.82","65.59","39","29","26","89.66","78.77"
" SFO","02/09/2017","13","41","33","27","81.82","72.11","29","22","17","77.27","97.41"
" SFO","02/09/2017","14","27","25","14","56.00","35.21","30","21","12","57.14","59.75"
" SFO","02/09/2017","15","26","22","10","45.45","39.90","30","19","17","89.47","108.35"
" SFO","02/09/2017","16","33","30","14","46.67","57.64","28","27","19","70.37","111.58"
" SFO","02/09/2017","17","24","21","16","76.19","43.56","26","25","15","60.00","46.20"
" SFO","02/09/2017","18","23","22","12","54.55","34.75","33","29","15","51.72","56.07"
" SFO","02/09/2017","19","25","27","14","51.85","53.21","34","32","16","50.00","60.63"
" SFO","02/09/2017","20","20","18","6","33.33","55.83","39","39","26","66.67","61.00"
" SFO","02/09/2017","21","16","15","5","33.33","36.20","42","38","21","55.26","51.38"
" SFO","02/09/2017","22","27","27","7","25.93","31.00","22","19","8","42.11","39.75"
" SFO","02/09/2017","23","19","19","8","42.11","28.63","19","19","7","36.84","81.71"
" SFO","02/10/2017","0","11","13","1","7.69","21.00","1","4","1","25.00","27.00"
" SFO","02/10/2017","1","1","1","1","100.00","41.00","3","2","1","50.00","45.00"
" SFO","02/10/2017","2","1","1","1","100.00","36.00","0","0","0","0.00","0.00"
" SFO","02/10/2017","3","1","1","1","100.00","17.00","0","0","0","0.00","0.00"
" SFO","02/10/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/10/2017","5","3","3","1","33.33","32.00","3","6","1","16.67","15.00"
" SFO","02/10/2017","6","28","30","6","20.00","55.83","8","10","2","20.00","26.00"
" SFO","02/10/2017","7","28","28","4","14.29","54.25","27","27","1","3.70","42.00"
" SFO","02/10/2017","8","53","54","10","18.52","59.80","28","32","6","18.75","47.50"
" SFO","02/10/2017","9","33","38","11","28.95","36.55","40","42","8","19.05","55.00"
" SFO","02/10/2017","10","42","44","9","20.45","25.33","36","37","13","35.14","65.15"
" SFO","02/10/2017","11","42","43","20","46.51","26.80","36","38","19","50.00","62.63"
" SFO","02/10/2017","12","32","32","17","53.13","36.24","41","43","23","53.49","49.43"
" SFO","02/10/2017","13","42","45","19","42.22","49.95","29","32","20","62.50","64.35"
" SFO","02/10/2017","14","29","30","12","40.00","26.83","28","30","17","56.67","40.71"
" SFO","02/10/2017","15","26","29","9","31.03","38.22","32","35","26","74.29","42.54"
" SFO","02/10/2017","16","33","34","12","35.29","37.33","29","29","16","55.17","42.81"
" SFO","02/10/2017","17","27","29","8","27.59","45.75","26","28","10","35.71","35.40"
" SFO","02/10/2017","18","23","25","5","20.00","26.60","34","32","6","18.75","52.00"
" SFO","02/10/2017","19","25","26","8","30.77","41.75","35","38","11","28.95","64.73"
" SFO","02/10/2017","20","21","21","2","9.52","19.50","39","41","15","36.59","63.00"
" SFO","02/10/2017","21","15","16","7","43.75","24.71","42","42","20","47.62","37.15"
" SFO","02/10/2017","22","26","26","2","7.69","16.50","22","22","11","50.00","53.82"
" SFO","02/10/2017","23","17","17","1","5.88","51.00","18","18","3","16.67","39.67"
" SFO","02/11/2017","0","9","9","0","0.00","0.00","0","2","1","50.00","58.00"
" SFO","02/11/2017","1","1","1","1","100.00","80.00","2","3","1","33.33","50.00"
" SFO","02/11/2017","2","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/11/2017","3","2","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/11/2017","4","0","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/11/2017","5","4","4","0","0.00","0.00","3","5","0","0.00","0.00"
" SFO","02/11/2017","6","20","21","0","0.00","0.00","9","10","0","0.00","0.00"
" SFO","02/11/2017","7","21","21","0","0.00","0.00","23","24","0","0.00","0.00"
" SFO","02/11/2017","8","43","44","1","2.27","18.00","20","21","1","4.76","34.00"
" SFO","02/11/2017","9","31","31","3","9.68","29.33","37","36","0","0.00","0.00"
" SFO","02/11/2017","10","33","35","4","11.43","44.75","31","32","7","21.88","34.86"
" SFO","02/11/2017","11","42","42","9","21.43","27.89","35","35","3","8.57","51.00"
" SFO","02/11/2017","12","32","32","4","12.50","51.75","29","28","6","21.43","21.67"
" SFO","02/11/2017","13","37","37","8","21.62","29.63","22","23","1","4.35","36.00"
" SFO","02/11/2017","14","21","21","2","9.52","50.00","29","29","3","10.34","80.00"
" SFO","02/11/2017","15","17","19","0","0.00","0.00","24","26","3","11.54","72.67"
" SFO","02/11/2017","16","23","23","1","4.35","20.00","22","24","4","16.67","28.50"
" SFO","02/11/2017","17","15","15","1","6.67","25.00","19","22","0","0.00","0.00"
" SFO","02/11/2017","18","15","17","1","5.88","19.00","28","28","1","3.57","63.00"
" SFO","02/11/2017","19","21","22","3","13.64","39.67","26","26","3","11.54","33.33"
" SFO","02/11/2017","20","9","9","1","11.11","18.00","24","25","4","16.00","31.50"
" SFO","02/11/2017","21","8","8","1","12.50","44.00","28","29","3","10.34","25.00"
" SFO","02/11/2017","22","22","21","1","4.76","28.00","12","13","1","7.69","26.00"
" SFO","02/11/2017","23","12","14","4","28.57","29.00","12","12","1","8.33","15.00"
" SFO","02/12/2017","0","11","11","3","27.27","65.00","3","2","1","50.00","16.00"
" SFO","02/12/2017","1","0","0","0","0.00","0.00","2","3","0","0.00","0.00"
" SFO","02/12/2017","2","1","1","1","100.00","35.00","0","0","0","0.00","0.00"
" SFO","02/12/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/12/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/12/2017","5","2","2","0","0.00","0.00","3","4","0","0.00","0.00"
" SFO","02/12/2017","6","17","18","0","0.00","0.00","8","8","0","0.00","0.00"
" SFO","02/12/2017","7","24","24","1","4.17","25.00","21","21","2","9.52","40.00"
" SFO","02/12/2017","8","45","45","4","8.89","119.00","19","19","0","0.00","0.00"
" SFO","02/12/2017","9","31","30","2","6.67","66.50","33","33","1","3.03","72.00"
" SFO","02/12/2017","10","41","42","10","23.81","67.60","31","32","5","15.63","50.80"
" SFO","02/12/2017","11","40","39","8","20.51","36.25","36","39","8","20.51","30.50"
" SFO","02/12/2017","12","30","31","9","29.03","45.78","35","36","12","33.33","35.75"
" SFO","02/12/2017","13","45","48","9","18.75","33.56","28","33","10","30.30","56.70"
" SFO","02/12/2017","14","25","28","9","32.14","44.44","28","29","3","10.34","24.00"
" SFO","02/12/2017","15","25","26","3","11.54","37.33","28","29","5","17.24","32.80"
" SFO","02/12/2017","16","30","29","5","17.24","34.80","28","26","2","7.69","27.00"
" SFO","02/12/2017","17","27","27","1","3.70","31.00","25","32","5","15.63","46.60"
" SFO","02/12/2017","18","21","22","3","13.64","25.33","31","35","5","14.29","22.80"
" SFO","02/12/2017","19","24","25","2","8.00","24.00","36","36","6","16.67","44.17"
" SFO","02/12/2017","20","22","23","2","8.70","51.50","36","39","7","17.95","37.43"
" SFO","02/12/2017","21","15","14","2","14.29","21.50","42","42","3","7.14","31.00"
" SFO","02/12/2017","22","26","26","3","11.54","36.00","20","19","3","15.79","58.00"
" SFO","02/12/2017","23","18","18","1","5.56","91.00","20","21","3","14.29","23.67"
" SFO","02/13/2017","0","8","8","1","12.50","31.00","1","4","1","25.00","29.00"
" SFO","02/13/2017","1","1","1","1","100.00","16.00","3","2","0","0.00","0.00"
" SFO","02/13/2017","2","0","0","0","0.00","0.00","0","1","1","100.00","18.00"
" SFO","02/13/2017","3","1","1","0","0.00","0.00","0","1","1","100.00","172.00"
" SFO","02/13/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/13/2017","5","4","4","0","0.00","0.00","3","3","0","0.00","0.00"
" SFO","02/13/2017","6","29","28","1","3.57","63.00","9","10","3","30.00","26.33"
" SFO","02/13/2017","7","28","31","3","9.68","33.67","28","28","1","3.57","16.00"
" SFO","02/13/2017","8","52","53","5","9.43","35.80","27","29","5","17.24","70.60"
" SFO","02/13/2017","9","33","34","6","17.65","37.00","40","42","10","23.81","42.60"
" SFO","02/13/2017","10","42","45","14","31.11","45.86","36","35","10","28.57","30.30"
" SFO","02/13/2017","11","43","44","7","15.91","27.57","37","39","9","23.08","33.11"
" SFO","02/13/2017","12","31","31","5","16.13","20.20","38","38","9","23.68","43.00"
" SFO","02/13/2017","13","41","41","8","19.51","44.25","29","31","8","25.81","31.75"
" SFO","02/13/2017","14","29","29","5","17.24","48.00","30","30","4","13.33","53.25"
" SFO","02/13/2017","15","26","27","0","0.00","0.00","32","32","4","12.50","91.00"
" SFO","02/13/2017","16","34","34","3","8.82","36.00","28","27","2","7.41","69.00"
" SFO","02/13/2017","17","25","24","1","4.17","29.00","26","30","2","6.67","38.50"
" SFO","02/13/2017","18","23","26","3","11.54","41.67","34","37","5","13.51","81.00"
" SFO","02/13/2017","19","24","26","1","3.85","16.00","34","39","6","15.38","55.00"
" SFO","02/13/2017","20","19","20","1","5.00","16.00","38","40","5","12.50","31.60"
" SFO","02/13/2017","21","16","15","0","0.00","0.00","42","42","6","14.29","33.33"
" SFO","02/13/2017","22","25","26","3","11.54","39.33","20","19","1","5.26","18.00"
" SFO","02/13/2017","23","17","18","2","11.11","15.00","20","20","1","5.00","75.00"
" SFO","02/14/2017","0","8","8","0","0.00","0.00","0","4","2","50.00","53.00"
" SFO","02/14/2017","1","0","0","0","0.00","0.00","1","2","0","0.00","0.00"
" SFO","02/14/2017","2","1","1","1","100.00","59.00","0","1","0","0.00","0.00"
" SFO","02/14/2017","3","2","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/14/2017","4","0","0","0","0.00","0.00","0","1","1","100.00","49.00"
" SFO","02/14/2017","5","3","3","0","0.00","0.00","3","3","0","0.00","0.00"
" SFO","02/14/2017","6","25","29","1","3.45","103.00","7","9","1","11.11","27.00"
" SFO","02/14/2017","7","24","27","3","11.11","44.67","24","25","4","16.00","53.75"
" SFO","02/14/2017","8","51","48","5","10.42","38.20","23","26","2","7.69","84.00"
" SFO","02/14/2017","9","32","34","3","8.82","19.33","39","40","2","5.00","79.00"
" SFO","02/14/2017","10","39","41","5","12.20","35.00","35","38","7","18.42","41.14"
" SFO","02/14/2017","11","39","42","7","16.67","28.71","35","34","4","11.76","56.00"
" SFO","02/14/2017","12","32","35","6","17.14","36.67","37","38","3","7.89","51.67"
" SFO","02/14/2017","13","37","40","5","12.50","61.40","28","31","3","9.68","64.33"
" SFO","02/14/2017","14","26","30","3","10.00","24.00","31","35","2","5.71","21.50"
" SFO","02/14/2017","15","22","27","2","7.41","35.50","25","29","2","6.90","65.50"
" SFO","02/14/2017","16","31","31","1","3.23","73.00","25","28","3","10.71","33.33"
" SFO","02/14/2017","17","24","27","3","11.11","39.67","23","23","1","4.35","22.00"
" SFO","02/14/2017","18","19","20","1","5.00","45.00","28","29","2","6.90","42.00"
" SFO","02/14/2017","19","23","24","3","12.50","19.00","31","35","0","0.00","0.00"
" SFO","02/14/2017","20","16","16","1","6.25","20.00","36","38","0","0.00","0.00"
